,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
355,63f661018bd0a86f8478664b,357530,0,00000/0000/7/129,Southborough Primary School,School/college/university,7845,Southborough Lane,Bromley,,,BR2 8AA,,5,fhrs_5_en-gb,2022-05-26T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.056774'), 'latitude': Decimal128('51.389884')}",,4644.684981864827,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357530'}]"
356,63f661018bd0a86f84786678,329622,0,16490/2001/2/003,Sidcup Sports Club Catering,Pub/bar/nightclub,7843,Sydney Road,Sidcup,Kent,,DA14 6RA,,5,fhrs_5_en-gb,2022-04-19T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.091637'), 'latitude': Decimal128('51.425651')}",,4644.720564383792,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/329622'}]"
357,63f661018bd0a86f8478667a,1000851,0,17/00268/CP,Rise & Shine Day Nursery & Pre-School,Caring Premises,5,Sidcup Sports Club,Sydney Road,Sidcup,Kent,DA14 6RA,,5,fhrs_5_en-gb,2021-10-20T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.091638'), 'latitude': Decimal128('51.425652')}",,4644.72056450105,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1000851'}]"
358,63f661018bd0a86f8478667b,357613,0,00000/0000/8/676,Coopers School,School/college/university,7845,Hawkwood Lane,Chislehurst,,,BR7 5PS,,5,fhrs_5_en-gb,2019-04-24T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.073595'), 'latitude': Decimal128('51.407753')}",,4644.724147267349,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357613'}]"
359,63f661018bd0a86f8478667c,357612,0,00000/0000/8/675,Marjorie McClure School,School/college/university,7845,Hawkwood Lane,Chislehurst,,,BR7 5PS,,5,fhrs_5_en-gb,2020-11-12T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.073595'), 'latitude': Decimal128('51.407753')}",,4644.724147267349,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357612'}]"
360,63f661018bd0a86f8478667d,1057449,0,18/00186/MIXED,Tudor Park And Shop,Retailers - other,4613,53 Hastings Road,Bromley,,,BR2 8NA,,5,fhrs_5_en-gb,2018-06-11T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.043885'), 'latitude': Decimal128('51.378032')}",,4644.722810015248,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1057449'}]"
361,63f661018bd0a86f8478669d,1104256,0,19/00053/MIXED,Quattordici,Restaurant/Cafe/Canteen,1,14 Royal Parade,Chislehurst,,,BR7 6NR,,5,fhrs_5_en-gb,2019-03-13T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.0761205'), 'latitude': Decimal128('51.4112597')}",,4644.760266427942,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1104256'}]"
362,63f661018bd0a86f847866d1,1094622,0,18/00450/MIXED,Walnuts Cafe,Restaurant/Cafe/Canteen,1,7 Royal Parade,Chislehurst,,,BR7 6NR,,5,fhrs_5_en-gb,2019-02-15T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.075336'), 'latitude': Decimal128('51.411598')}",,4644.80132414133,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1094622'}]"
363,63f661018bd0a86f847866d2,357668,0,00000/0000/9/495,Due Amici                             Nos  10 & 11 Royal Par,Restaurant/Cafe/Canteen,1,10 Royal Parade,Chislehurst,,,BR7 6NR,,5,fhrs_5_en-gb,2018-09-26T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.075336'), 'latitude': Decimal128('51.411598')}",,4644.80132414133,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357668'}]"
364,63f661018bd0a86f847866e2,1318279,0,20/00422/MIXED,Fish Union Chislehurst,Retailers - other,4613,6 Royal Parade,Chislehurst,,,BR7 6NR,,5,fhrs_5_en-gb,2021-05-12T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0750923'), 'latitude': Decimal128('51.4117366')}",,4644.815305562353,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1318279'}]"
365,63f661018bd0a86f847866ed,845406,0,16/00015/MIXED,Royal Indian Cuisine,Restaurant/Cafe/Canteen,1,Units 3-5,Donna Alexandra Mews,Royal Parade,Chislehurst,BR7 6NR,,5,fhrs_5_en-gb,2020-03-09T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0749195'), 'latitude': Decimal128('51.4117307')}",,4644.821404260924,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/845406'}]"
366,63f661018bd0a86f847866fb,1299733,0,20/00634/MIXED,The Cockpit,Pub/bar/nightclub,7843,4 Royal Parade,Chislehurst,,,BR7 6NR,,5,fhrs_5_en-gb,2021-04-16T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.074855'), 'latitude': Decimal128('51.4118937')}",,4644.829730557691,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1299733'}]"
367,63f661018bd0a86f84786715,358301,0,04/00180/FOOD,Bishop Justus C Of E School,School/college/university,7845,Magpie Hall Lane,Bromley,,,BR2 8HZ,,5,fhrs_5_en-gb,2018-12-21T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.044987'), 'latitude': Decimal128('51.382455')}",,4644.844290893704,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358301'}]"
368,63f661018bd0a86f8478672d,357674,0,00000/0000/9/545,Crown Inn,Pub/bar/nightclub,7843,Crown Hotel,School Road,Chislehurst,,BR7 5PQ,,5,fhrs_5_en-gb,2022-08-03T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.072921'), 'latitude': Decimal128('51.41066')}",,4644.855229881865,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357674'}]"
369,63f661018bd0a86f84786730,635099,0,13/00337/MIXED,Bright Horizons Bickley Day Nursery And Preschool,Caring Premises,5,2 Daly Drive,Bickley,Bromley,,BR1 2FF,,5,fhrs_5_en-gb,2022-03-25T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.06136'), 'latitude': Decimal128('51.399174')}",,4644.857303508705,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/635099'}]"
370,63f661018bd0a86f84786745,357472,0,00000/0000/6/080,Astley Centre,Caring Premises,5,39 Magpie Hall Lane,Bromley,,,BR2 8ED,,5,fhrs_5_en-gb,2019-10-31T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.049939'), 'latitude': Decimal128('51.388097')}",,4644.869568422376,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357472'}]"
371,63f661018bd0a86f8478674a,357336,0,00000/0000/3/598,Bromley High School For Girls,School/college/university,7845,Blackbrook Lane,Bickley,Bromley,,BR1 2TW,,5,fhrs_5_en-gb,2021-11-23T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.05709'), 'latitude': Decimal128('51.39531')}",,4644.872002215383,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357336'}]"
372,63f661018bd0a86f84786764,987786,0,17/00112/MIXED,Teds,Restaurant/Cafe/Canteen,1,227 Southborough Lane,Bromley,,,BR2 8AT,,5,fhrs_5_en-gb,2022-06-01T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.051259'), 'latitude': Decimal128('51.390286')}",,4644.901386154093,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/987786'}]"
373,63f661018bd0a86f8478677d,1393442,0,21/00207/MIXED,Vunch Cafe,Restaurant/Cafe/Canteen,1,217 Southborough Lane,Bromley,,,BR2 8AT,,5,fhrs_5_en-gb,2021-08-10T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.0506591'), 'latitude': Decimal128('51.3901614')}",,4644.918767004643,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1393442'}]"
374,63f661018bd0a86f84786781,329558,0,15270/0212/0/000,Sidcup Food & Wine,Retailers - other,4613,212 Main Road,Sidcup,Kent,,DA14 6RN,,5,fhrs_5_en-gb,2021-11-18T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.08901'), 'latitude': Decimal128('51.428594')}",,4644.924346853793,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/329558'}]"
375,63f661018bd0a86f847867a2,358605,0,10/00387/MIXED,Budgens,Retailers - other,4613,209 - 211 Southborough Lane,Bromley,,,BR2 8AR,,5,fhrs_5_en-gb,2021-06-30T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.049428'), 'latitude': Decimal128('51.389859')}",,4644.95272775858,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358605'}]"
376,63f661018bd0a86f847867d2,687257,0,16980/2011/2/000,Christ Church Playgroup At Christ Church Hall,Caring Premises,5,Woodside Crescent,Sidcup,Kent,,DA15 7JJ,,5,fhrs_5_en-gb,2019-01-09T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.089633'), 'latitude': Decimal128('51.431209')}",,4644.9974107161215,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/687257'}]"
377,63f661018bd0a86f847867ef,357626,0,00000/0000/8/913,Willett House,Caring Premises,5,Kemnal Road,Chislehurst,,,BR7 6LT,,5,fhrs_5_en-gb,2022-06-28T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.076175'), 'latitude': Decimal128('51.418696')}",,4645.030617240034,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357626'}]"
378,63f661018bd0a86f8478680a,357556,0,00000/0000/7/570,Bridgeways Day Hospital,Caring Premises,5,Bridgeways Day Centre,Turpington Lane,Bromley,,BR2 8JX,,5,fhrs_5_en-gb,2018-10-10T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.042436'), 'latitude': Decimal128('51.385512')}",,4645.049439716935,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357556'}]"
379,63f661018bd0a86f84786823,358614,0,11/00013/MIXED,Crown Meadow Court,Caring Premises,5,23 Brosse Way,Bromley,,,BR2 8FE,,5,fhrs_5_en-gb,2022-05-11T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.039867'), 'latitude': Decimal128('51.38365')}",,4645.075307468909,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358614'}]"
380,63f661018bd0a86f84786838,358188,0,00000/0003/8/632,Bromley Masonic Hall Ltd,Other catering premises,7841,Oakley House,Bromley Common,Bromley,,BR2 8HA,,5,fhrs_5_en-gb,2018-09-17T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.039149'), 'latitude': Decimal128('51.383654')}",,4645.101720529472,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358188'}]"
381,63f661018bd0a86f8478683f,357523,0,00000/0000/7/076,Ashglade Rest Home,Caring Premises,5,178 Southborough Lane,Bromley,,,BR2 8AL,,5,fhrs_5_en-gb,2018-07-20T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.045215'), 'latitude': Decimal128('51.389825')}",,4645.105572282432,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357523'}]"
382,63f661018bd0a86f8478684c,996679,0,17/00251/CP,Herbivore,Retailers - other,4613,269 Main Road,Sidcup,Kent,,DA14 6QL,,5,fhrs_5_en-gb,2021-11-18T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.085747'), 'latitude': Decimal128('51.43055')}",,4645.115185914373,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/996679'}]"
383,63f661018bd0a86f84786851,1066683,0,18/00157/FOOD,Carnivore Bromley,Retailers - other,4613,123A Southborough Lane,Bromley,,,BR2 8AP,,5,fhrs_5_en-gb,2022-04-29T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.045149'), 'latitude': Decimal128('51.390267')}",,4645.124156867921,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1066683'}]"
384,63f661018bd0a86f84786852,1129703,0,19/00136/MIXED,Herbivore,Retailers - other,4613,123 Southborough Lane,Bromley,,,BR2 8AP,,5,fhrs_5_en-gb,2022-04-29T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.045149'), 'latitude': Decimal128('51.390267')}",,4645.124156867921,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1129703'}]"
385,63f661018bd0a86f84786869,635104,0,14/00036/MIXED,Chislehurst Golf Club - Four Seasons Cuisine,Pub/bar/nightclub,7843,Camden Place,Camden Park Road,Chislehurst,,BR7 5HJ,,5,fhrs_5_en-gb,2018-10-14T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.065383'), 'latitude': Decimal128('51.411234')}",,4645.151735758384,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/635104'}]"
386,63f661018bd0a86f84786884,357662,0,00000/0000/9/402,Chislehurst Methodist Church,Other catering premises,7841,Prince Imperial Road,Chislehurst,,,BR7 5LX,,5,fhrs_5_en-gb,2019-02-04T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.068432'), 'latitude': Decimal128('51.414751')}",,4645.169079574941,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357662'}]"
387,63f661018bd0a86f84786890,357493,0,00000/0000/6/494,Robert Whyte House,Caring Premises,5,Oldfield Road,Bickley,Bromley,,BR1 2LF,,5,fhrs_5_en-gb,2019-05-13T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.049819'), 'latitude': Decimal128('51.396354')}",,4645.176083464084,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357493'}]"
388,63f661018bd0a86f8478689b,358416,0,08/00016/FOOD,Park House Rugby Football Club,Pub/bar/nightclub,7843,Barnet Wood Road,Hayes,Bromley,,BR2 7AA,,5,fhrs_5_en-gb,2019-10-15T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.02478'), 'latitude': Decimal128('51.371673')}",,4645.189382174097,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358416'}]"
389,63f661018bd0a86f8478689c,357326,0,00000/0000/3/416,Petts Wood Football Club,Pub/bar/nightclub,7843,Barnet Wood Road,Hayes,Bromley,,BR2 7AA,,5,fhrs_5_en-gb,2019-11-05T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.02478'), 'latitude': Decimal128('51.371673')}",,4645.189382174097,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357326'}]"
390,63f661018bd0a86f8478689e,357643,0,00000/0000/9/148,Mead Road Infant School,School/college/university,7845,Mead Road,Chislehurst,,,BR7 6AD,,5,fhrs_5_en-gb,2021-03-18T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.07172'), 'latitude': Decimal128('51.418766')}",,4645.1959556992215,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357643'}]"
391,63f661018bd0a86f847868cd,1129702,0,19/00135/MIXED,Giggling Squid,Restaurant/Cafe/Canteen,1,9 High Street,Chislehurst,,,BR7 5AB,,5,fhrs_5_en-gb,2022-08-09T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.068723'), 'latitude': Decimal128('51.416742')}",,4645.231349222334,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1129702'}]"
